Age Range,Work Industry,Job title,"If your job title needs additional context, please clarify here:",Annual Salary,Additional monetary compensation,"If your income needs additional context, please provide it here:",State,City,years of professional work experience,years of professional work experience in field,highest level of education completed,Gender,Race
35-44,Education: preschool,Director,,100000,,,Maryland,Washington,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Computing or Tech,Senior Software Engineer,,125000,0,,Massachusetts,Marlborough,8-10 years,8-10 years,Master's degree,Man,White
25-34,Environmental,Haz Mat Coordinator,,66000,1200,on-call wage for during not business hours,Minnesota,St. Paul,8-10 years,5-7 years,College degree,Man,White
18-24,Nonprofits,Marketing Comms Associate,,44000,,,Virginia,Fairfax,2-4 years,2-4 years,College degree,Other or prefer not to answer,Black or African American
35-44,Engineering or Manufacturing,Mechanical Engineer,Product and mechanical design engineer,110000,,,North Carolina,Chapel Hill,11-20 years,11-20 years,Master's degree,Man,White
45-54,Computing or Tech,Desktop Support,,50000,0,,Texas,Galveston,8-10 years,5-7 years,College degree,Man,White
25-34,Computing or Tech,help desk analyst,,77000,,,California,San Francisco,11-20 years,5-7 years,Some college,Man,"Hispanic, Latino, or Spanish origin, White"
35-44,Business or Consulting,Senior Director of Operations,"I'm technically a consultant for a very tiny (3 people) LLC, completing Operations work for only this company. I asked for this ""title"" for resume purposes, but I guess my title should be ""Consultant.""",67000,0,No benefits included since I'm paid as a consultant,Tennessee,Murfreesboro,11-20 years,8-10 years,Master's degree,Woman,White
25-34,Transport or Logistics,Project Manager,,82000,8000,company performance has been volatile & so prior to 2020 [multiple] years the bonus value had been $0.,New York,White Plains,2-4 years,2-4 years,College degree,Woman,White
25-34,Educational technology,Director of Product,,95000,,,Massachusetts,Boston,11-20 years,11-20 years,Master's degree,Woman,White
25-34,"Accounting, Banking & Finance",Data Analyst,,56000,,,Utah,Salt Lake,1 year or less,1 year or less,College degree,Woman,White
35-44,Insurance,VP,Analytics,435000,90000,,New York,New York,11-20 years,11-20 years,Master's degree,Woman,White
35-44,Education (Higher Education),Program Coordinator,,51272,1000,,California,Los Angeles,11-20 years,11-20 years,College degree,Woman,"Asian or Asian American, White, Another option not listed here or prefer not to answer"
25-34,Nonprofits,Fundraising Manager,,78500,11500,,New York,New York,2-4 years,2-4 years,College degree,Woman,Black or African American
25-34,Insurance,Training Coordinator,,55000,0,,Oregon,Portland,5-7 years,2-4 years,College degree,Non-binary,White
35-44,Computing or Tech,Software Engineer,"SQL, NextGen Development",82000,0,,Idaho,Coeur D Alene,8-10 years,8-10 years,Some college,Woman,White
25-34,Law,Assistant District Attorney,I'm a prosecutor,60000,0,,Pennsylvania,Doylestown,5-7 years,2-4 years,"Professional degree (MD, JD, etc.)",Woman,White
45-54,Consumer Packaged Goods,"Senior Manager, Editorial",,149000,25000,,California,Los Angeles,21-30 years,21-30 years,College degree,Woman,White
25-34,Health care,Radiation Therapist,,72800,500,,Ohio,Dayton,8-10 years,5-7 years,College degree,Woman,White
35-44,Utilities & Telecommunications,Project Manager,(Govt contacting IT network),102000,0,,Virginia,Arlington,11-20 years,5-7 years,Master's degree,Woman,"Asian or Asian American, White"
45-54,Law,Legal Assistant,,68000,,,Michigan,Farmington Hills,31-40 years,21-30 years,High School,Woman,White
35-44,Computing or Tech,Chief Technology Officer,,220000,,,Illinois,Chicago,11-20 years,11-20 years,College degree,Man,White
35-44,Insurance,Senior Safety and Health Consultant,,105000,5000,,California,Fresno,11-20 years,8-10 years,College degree,Woman,White
25-34,Education (Primary/Secondary),ELA Teacher,,48000,,,Virginia,Hampton,8-10 years,2-4 years,Master's degree,Woman,White
25-34,Engineering or Manufacturing,Planner,,70000,,,Maryland,Baltimore,5-7 years,5-7 years,College degree,Woman,White
45-54,Health care,System Analyst,,75000,0,,Texas,Austin,11-20 years,11-20 years,Master's degree,Woman,White
25-34,Environmental,Environmental Scientist,Consulting,49500,5000,,Florida,Jacksonville,2-4 years,2-4 years,College degree,Man,White
45-54,Insurance,Claim Manager,,102000,10000,,Arizona,Phoenix,21-30 years,21-30 years,College degree,Man,White
35-44,Computing or Tech,Staff Software Engineer,,193200,30000,Also approx $80k of RSU stock grants each year (that take 4 years to fully vest),New York,Brooklyn,11-20 years,11-20 years,College degree,Non-binary,White
25-34,Business or Consulting,Short Term Consultant,,91000,,,District of Columbia,Washington,5-7 years,5-7 years,Master's degree,Man,White
25-34,Computing or Tech,Senior Product Specialist,,91500,,,California,San Francisco,8-10 years,5-7 years,College degree,Woman,"Asian or Asian American, White"
25-34,Nonprofits,Senior Research and Training Associate,,63850,0,,Massachusetts,Cambridge,2-4 years,2-4 years,Master's degree,Man,White
25-34,Education (Primary/Secondary),School Budget Specialist,,92000,,,District of Columbia,Washington,8-10 years,8-10 years,Master's degree,Woman,White
35-44,Nonprofits,Specialist,,150000,,,New York,New York,11-20 years,11-20 years,Master's degree,Woman,Asian or Asian American
25-34,Education (Higher Education),Data Analyst,,47000,,,Virginia,Alexandria,5-7 years,2-4 years,College degree,Man,White
25-34,Education (Higher Education),Graduate Student,,26000,,,Ohio,Columbus,2-4 years,2-4 years,College degree,Woman,White
35-44,Law,Attorney,,99780,3000,,Texas,Laredo,5-7 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Government and Public Administration,Communications Director,,45500,0,,Massachusetts,Boston,2-4 years,1 year or less,College degree,Woman,White
35-44,Engineering or Manufacturing,Machinery design engineer,,72000,8000,,Ohio,Cleveland,11-20 years,11-20 years,College degree,Man,"Hispanic, Latino, or Spanish origin, White"
under 18,Health care,Undergraduate Research Assistant,,17000,0,,Louisiana,Shreveport,2-4 years,2-4 years,Some college,Non-binary,White
35-44,Education (Higher Education),Registrar,,80000,,,Washington,Eastern Washington,11-20 years,11-20 years,Master's degree,Woman,White
45-54,"Accounting, Banking & Finance",Senior Accountant,,70000,0,,Tennessee,Nashville,11-20 years,11-20 years,College degree,Woman,White
25-34,"Accounting, Banking & Finance",Product Manager,,125000,5000,,Texas,Dallas,8-10 years,2-4 years,Master's degree,Woman,White
35-44,Business or Consulting,Management Consultant,,176000,10000,,Washington,Seattle,11-20 years,5-7 years,Master's degree,Woman,White
35-44,Education (Higher Education),Science writer,,96000,,,Massachusetts,Boston,11-20 years,11-20 years,Master's degree,Woman,White
35-44,Education (Primary/Secondary),Facilitator,Program manager,30000,0,,Texas,Houston,11-20 years,11-20 years,Master's degree,Woman,White
35-44,Health care,Patient Access Representative II,Admitting,38000,3000,,Texas,Dallas,8-10 years,5-7 years,College degree,Woman,White
25-34,Social Work,Licensed Clinical Social Worker,Psychiatric Social Worker,93203,,,California,Los Angeles,11-20 years,11-20 years,Master's degree,Man,White
35-44,Computing or Tech,Scientist 2,,156832,20000,,Massachusetts,Cambridge,11-20 years,11-20 years,College degree,Man,White
45-54,Government and Public Administration,Branch Manager,I never know whether to put libraries under non-profit or government.,77000,0,,Maryland,Baltimore Metro,11-20 years,8-10 years,Master's degree,Woman,White
35-44,Research Administration,Research Administrator,"My industry, which is formally classified as Research Administration is not listed (per usual). It's crosses lines of finance, nonprofit, public administration, healthcare, higher education - but it is not correct to put it wholly into any one of those things.",53000,0,,Missouri,St. Louis,11-20 years,8-10 years,Master's degree,Woman,White
25-34,Law,Senior staff attorney,Non-profit lawyer,87000,0,,New York,New York,8-10 years,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Law,General Attorney,OGC for a Federal Agency,107146,2000,Federal salaries are public info,District of Columbia,Washington,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Engineering or Manufacturing,Senior Engineer,,139000,,,Colorado,Redacted,11-20 years,11-20 years,Master's degree,Woman,White
25-34,Engineering or Manufacturing,Research Engineer,,80000,,,Texas,San Antonio,5-7 years,5-7 years,College degree,Woman,White
25-34,Computing or Tech,Operations Manager,,74340,7434,,Wisconsin,Madison,11-20 years,5-7 years,College degree,Man,White
45-54,Media & Digital,Senior Editor,Specialty editing--references,65000,0,Contract-basis work.,New Jersey,Greater Philadelphia,21-30 years,21-30 years,College degree,Woman,White
25-34,Nonprofits,Clinic Director,,75000,,,Massachusetts,Orange,8-10 years,8-10 years,Master's degree,Woman,White
25-34,Computing or Tech,Principal Software Development Engineer,,480000,,,Washington,Seattle,8-10 years,8-10 years,College degree,Woman,White
35-44,Education (Higher Education),Contracts Manager,,78000,0,,Nebraska,Lincoln,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Nonprofits,Director of Organizational Operations,,110000,,,New York,New York,8-10 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
35-44,Computing or Tech,Director of Customer Solutions,Design software solutions for other tech companies,106500,5000,,Connecticut,Hartford,8-10 years,8-10 years,College degree,Man,White
45-54,Nonprofits,Collection Services Assistant Manager,I work in an urban library system,72700,0,,Oklahoma,Oklahoma,21-30 years,11-20 years,Master's degree,Woman,White
25-34,Nonprofits,Counselor,Licensed Mental Health Counselor,47000,3000,35hr/wk,New York,Buffalo,8-10 years,5-7 years,Master's degree,Woman,White
25-34,"Marketing, Advertising & PR",Email Marketing Specialist,,57000,,,Indiana,Indianapolis,2-4 years,2-4 years,College degree,Woman,White
55-64,Government and Public Administration,Secretary 1,,68110,2000,,Iowa,Ames,31-40 years,31-40 years,Some college,Woman,White
25-34,Law,Associate General Counsel,,170000,10000,,Wisconsin,Telecommute From Small Town,5-7 years,2-4 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
25-34,Computing or Tech,Project Manager,,60000,0,,Pennsylvania,Philadelphia,8-10 years,5-7 years,College degree,Woman,Another option not listed here or prefer not to answer
25-34,Nonprofits,Partner Development Director,Business development,157500,15000,,Massachusetts,Somerville,5-7 years,5-7 years,College degree,Woman,White
25-34,Government and Public Administration,Program Coordinator,,72467,0,,Massachusetts,Wakefield,11-20 years,8-10 years,College degree,Woman,White
35-44,Medical Library,Resource Sharing Spv,,75950,,,New York,New York,8-10 years,8-10 years,Master's degree,Woman,White
45-54,Computing or Tech,IT Specialist,,50000,15000,,Idaho,Boise,21-30 years,2-4 years,College degree,Woman,White
35-44,Art & Design,Website coordinator,create and manage website listings for a large commercial art gallery,70000,5000,,New York,New York,11-20 years,8-10 years,Master's degree,Woman,White
25-34,"Accounting, Banking & Finance","Vice president, client advisor",Wealth management,105000,2500,,Colorado,Denver,11-20 years,11-20 years,College degree,Woman,White
25-34,Health care,Charge Nurse,"Assisted Living facility, day/eve(no differential)",62400,8000,"overtime is highly variable, unpredictable, and frequently non optional",Hawaii,Honolulu,5-7 years,5-7 years,College degree,Non-binary,White
25-34,Transport or Logistics,Environmental Analyst,NEPA Planner/Archaeologist,55000,1000,,Georgia,Atlanta,2-4 years,2-4 years,College degree,Woman,White
25-34,"Accounting, Banking & Finance",Policy Analyst,,94500,6000,,Massachusetts,Boston,2-4 years,2-4 years,Master's degree,Woman,White
25-34,Media & Digital,I/O Media Assistant,,37440,14000,"Average about 10 hours of OT a week, but haven’t been here long enough to know about bonuses so I averaged it out.",California,Los Angeles,2-4 years,2-4 years,College degree,Woman,White
25-34,Nonprofits,Engagement Manager,,60000,0,,District of Columbia,Washington,5-7 years,2-4 years,College degree,Woman,White
35-44,Nonprofits,Relationship Manager,Fundraising,43000,,,Virginia,Roanoke,11-20 years,11-20 years,Master's degree,Woman,White
25-34,Computing or Tech,Engineering Lead,"Manage ~4-6 people, work with PM to define work for team",155000,15500,"the bonus was dependent on company results, up to 10% of salary, and usually paid out 7-10% yearly",Massachusetts,Boston,8-10 years,5-7 years,Master's degree,Other or prefer not to answer,White
35-44,Eap,Account Manager,,73000,8000,,Illinois,Chicago,8-10 years,8-10 years,College degree,Woman,White
35-44,Government and Public Administration,Assistant librarian,,29250,0,,South Carolina,Columbia,11-20 years,2-4 years,College degree,Woman,Black or African American
35-44,Education (Higher Education),Operations Manager,,86000,12000,,Minnesota,Minneapolis,11-20 years,5-7 years,High School,Man,White
25-34,Business or Consulting,Learning and Development Coordinator,,51000,4000,,California,Los Angeles,8-10 years,2-4 years,College degree,Non-binary,White
35-44,Education (Higher Education),Registration Specialist,Office Administration,29660,0,,Utah,Salt Lake,8-10 years,5-7 years,College degree,Woman,White
25-34,Utilities & Telecommunications,Finance Manager,,117000,16000,,Massachusetts,Boston,5-7 years,5-7 years,College degree,Man,White
25-34,Pharmaceuticals,Associate Systems Specialist,Software support for vaccine scientists and do testing on various assays for online laboratory inventory management systems,52000,500,,Virginia,Richmond,2-4 years,1 year or less,College degree,Man,"Hispanic, Latino, or Spanish origin"
25-34,Business or Consulting,Project Manager,,93000,4500,,Pennsylvania,Philadelphia,8-10 years,2-4 years,College degree,Woman,Black or African American
25-34,Trade Associations,Graphic Designer,"In-house graphic designer/photog/video editor (team of three, we all do all three aspects of the job)",67000,1000,,Virginia,Alexandrira,5-7 years,5-7 years,College degree,Woman,White
35-44,Pharmacuticals,Associate Director Project Management,,160000,40000,,Massachusetts,Boston,11-20 years,5-7 years,PhD,Woman,White
35-44,Engineering or Manufacturing,E-commerce Merchandising Specialist,Product Information specialist,93000,0,,North Carolina,Charlotte,8-10 years,5-7 years,College degree,Woman,"Black or African American, White"
55-64,Publishing,VP Marketing,,165000,20000,,New York,New York,31-40 years,31-40 years,College degree,Man,White
35-44,Education (Primary/Secondary),Teacher,,73858,0,,New York,Newburgh,11-20 years,5-7 years,Master's degree,Woman,White
25-34,Computing or Tech,Technical Support Specialist I,Customer service but leaning more on the technical side.,24000,,,Texas,San Antonio,8-10 years,11-20 years,Some college,Woman,Black or African American
25-34,Politics,Analytics Manager,,72000,1000,,District of Columbia,DC,2-4 years,2-4 years,College degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
45-54,Computing or Tech,Senior Developer - Front End,,115000,0,,California,Cupertino,8-10 years,8-10 years,College degree,Woman,Another option not listed here or prefer not to answer
25-34,Librarian,Manager,,55182,0,,Michigan,Sterling Heights,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Recruitment or HR,Contract Negotiator,Procurement department,90762,1250,"Eligible for a 5% bonus but received a COVID ""stimulus"" instead",New Jersey,Parsippany,8-10 years,8-10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
25-34,Computing or Tech,Software Engineer,,120000,,,North Carolina,Durham,8-10 years,8-10 years,Master's degree,Woman,White
25-34,Property or Construction,Data Analyst,,110000,5000,,Virginia,Richmond,8-10 years,1 year or less,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
35-44,Administration (food service),Admin,I work at the main office of a fast food chain,29120,5460,,Louisiana,Lake Charles,11-20 years,5-7 years,College degree,Woman,White
25-34,Nonprofits,Community investment manager,Grants/scholarship program management,52000,0,,Florida,Orlando,5-7 years,2-4 years,College degree,Woman,White
25-34,Education (Primary/Secondary),Teacher,,54000,4000,We got a $1000 COVID bonus this year,South Carolina,Bluffton,8-10 years,8-10 years,Master's degree,Woman,White
55-64,Retail,Visual Merchandising Manager,Military Retailer,67000,0,,Virginia,Norfolk,31-40 years,21-30 years,Some college,Woman,White
55-64,Retail,Assistant store manager,,68000,5000,,South Carolina,Charleston,21-30 years,21-30 years,College degree,Woman,White
25-34,Nonprofits,Operations Manager and Executive Assistant,,60000,5000,,Oregon,Portland,5-7 years,2-4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
18-24,Computing or Tech,Software Engineering Intern,,28800,0,,Florida,Melbourne,2-4 years,1 year or less,Some college,Man,White
25-34,Engineering or Manufacturing,Senior R&D engineer manager,,175000,35000,,California,Laguna Hills,8-10 years,8-10 years,Master's degree,Woman,Asian or Asian American
18-24,Health care,Nursing station Technician,Nursing Assistant,40000,300,,Minnesota,Minneapolis,5-7 years,5-7 years,College degree,Man,White
45-54,Computing or Tech,Senior Manager of Customer Enablement,I run the team that teaches users how to use the software they buy from us,150000,0,,Massachusetts,Boston,21-30 years,21-30 years,Master's degree,Woman,White
35-44,Media & Digital,Associate Managing Editor,I'm pretty senior on my team but I don't manage anyone,113000,250,,New York,New York,11-20 years,8-10 years,Master's degree,Woman,White
45-54,Insurance,Manager,Manage contracting of providers,90000,9000,,California,Fresno,31-40 years,11-20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
25-34,Education (Primary/Secondary),English as Second Language Teacher (ELL),,52000,,,Wisconsin,Oregon,8-10 years,8-10 years,College degree,Woman,White
25-34,Computing or Tech,Lead Developer,I am the leader of the whole development team at the company and also do accounting,145000,106000,,California,Irvine,11-20 years,11-20 years,College degree,Man,Asian or Asian American
35-44,Nonprofits,Director of Education,"I lead in-school, after-school, and volunteer programs for a youth education nonprofit.",67000,0,,New York,New York,11-20 years,11-20 years,Master's degree,Woman,White
25-34,Retail,Tax Analyst - Income & Property,Tax for retail corporation,87500,4000,,Connecticut,Shelton,5-7 years,2-4 years,College degree,Woman,White
25-34,Computing or Tech,Technical Program Manager,,170000,80000,Salary + Bonuses + Vesting RSus,California,Mountain View,2-4 years,2-4 years,College degree,Man,White
35-44,"Accounting, Banking & Finance",Supervisor - Financial and Business Services,Essentially a senior financial analyst with oversight over revenue accounting,116300,17445,,South Carolina,Columbia,11-20 years,5-7 years,Master's degree,Woman,White
35-44,Media & Digital,Senior Product Manager,,110000,0,,New York,New York,11-20 years,5-7 years,College degree,Non-binary,White
25-34,Government and Public Administration,DOD Analyst,,110000,,,Maryland,Maryland,5-7 years,5-7 years,Master's degree,Woman,White
25-34,"Marketing, Advertising & PR",Marketing Strategy Manager,In commercial real estate industry,61000,4000,,Massachusetts,Needham,11-20 years,5-7 years,Some college,Woman,White
35-44,Medical communications,Senior medical writer,,105000,10000,,Pennsylvania,Philadelphia,5-7 years,2-4 years,PhD,Woman,White
35-44,Law,Attorney,,102000,0,,Illinois,Chicago,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
35-44,Government and Public Administration,Emergency Management Planner,,65936,0,,Minnesota,St. Paul,8-10 years,8-10 years,Master's degree,Woman,White
25-34,Computing or Tech,Product Manager,,115000,,,New York,New York,8-10 years,2-4 years,College degree,Woman,White
25-34,Utilities & Telecommunications,Instructional Designer,,78000,0,,Kansas,Overland Park,8-10 years,2-4 years,College degree,Man,White
45-54,Law,Senior Counsel,,181000,15000,,Washington,Seattle,21-30 years,21-30 years,"Professional degree (MD, JD, etc.)",Man,White
25-34,Computing or Tech,Information security,,125000,10000,,California,El Segundo,5-7 years,5-7 years,Master's degree,Man,White
25-34,Health care,Research Associate,,69700,3000,,District of Columbia,DC,2-4 years,2-4 years,College degree,Woman,White
18-24,Engineering or Manufacturing,Loads and Dynamics Engineer,(Aerospace industry),87000,5000,Additional ~25K per year of stock options,California,Los Angeles Metro Area,2-4 years,2-4 years,College degree,Non-binary,"Asian or Asian American, White"
25-34,Computing or Tech,Software Engineer,,250000,,,New York,New York,8-10 years,8-10 years,College degree,Man,Asian or Asian American
35-44,Property or Construction,Contractor,,95000,0,,North Carolina,Asheville,8-10 years,5-7 years,College degree,Man,White
35-44,Entertainment,Executive Assistant/Project Coordinator,,45801,0,,New Jersey,Red Bank,11-20 years,8-10 years,Master's degree,Woman,White
45-54,Computing or Tech,Product Manager,,142000,0,,North Carolina,Rtp,21-30 years,21-30 years,Master's degree,Woman,White
55-64,Nonprofits,Lead Advocate,I supervise other advocates who directly serve our clients.,50830,0,,Arkansas,Fayetteville,31-40 years,21-30 years,Master's degree,Woman,White
25-34,Health care,Data Scientist II,Third level within the org,148000,20000,Also get stock options,New York,New York,5-7 years,2-4 years,College degree,Woman,White
25-34,"Accounting, Banking & Finance",Administrative Assistant,,90000,60000,,New York,New York,8-10 years,8-10 years,College degree,Woman,White
35-44,Law,assistant district attorney,,85000,,,Pennsylvania,Philadelphia,8-10 years,8-10 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Computing or Tech,Executive Assistant,,75000,6000,,Washington,Seattle,5-7 years,2-4 years,Master's degree,Woman,White
35-44,Law Enforcement & Security,Detentions crew leader,I supervise inmates at our local jail as they clean and perform other Janitorial duties,41000,0,N/A,Colorado,Aurora,8-10 years,1 year or less,College degree,Woman,White
35-44,Education (Higher Education),Full Professor,,80000,0,,Texas,Houston,11-20 years,11-20 years,PhD,Woman,White
35-44,Pharma,Senior Biostatistician,,125000,,,Texas,San Antonio,8-10 years,2-4 years,PhD,Woman,White
18-24,"Accounting, Banking & Finance",Software Developer I,,78000,2340,,Texas,Austin,1 year or less,1 year or less,College degree,Woman,"Asian or Asian American, White"
25-34,Education (Primary/Secondary),Research DIrector,,102000,0,,Illinois,Chicago,8-10 years,5-7 years,Master's degree,Woman,White
25-34,Law,Associate attorney,,100000,5000,,California,Orange County,2-4 years,2-4 years,Master's degree,Woman,"Middle Eastern or Northern African, White"
25-34,Engineering or Manufacturing,International Territory Support/Customer Service,I handle international affiliates/domestic intercompany order management for a hydraulic mfr,56000,,Bonuses are variable & a negligible amount at my level. Overtime not allowed,Wisconsin,Menomonee Falls,5-7 years,5-7 years,College degree,Woman,White
25-34,Law,Receptionist,,31000,0,"Emplyer Funded Health Insurance, worth 9,600$",New York,Plattsburgh,8-10 years,8-10 years,Some college,Woman,White
25-34,Media & Digital,Director of Digital Engagement,,75000,,I also earn 25% of the amount invoiced to clients I bring on and 2% on all digital ad placements.,Minnesota,St. Paul,5-7 years,2-4 years,College degree,Woman,White
55-64,Education (Higher Education),Academic Advisor,,58000,,,North Carolina,Raleigh,41 years or more,21-30 years,PhD,Woman,White
45-54,Education (Higher Education),Professor,Full,99000,2000,,Connecticut,Willimantic,11-20 years,11-20 years,PhD,Man,White
25-34,Education (Primary/Secondary),"Director of College Counseling, Academic Advisor, Teacher",,72000,0,,Pennsylvania,Philadelphia,8-10 years,8-10 years,Master's degree,Woman,White
25-34,"Accounting, Banking & Finance",Data Entry,,36420,9000,,Arizona,Phoenix,8-10 years,2-4 years,College degree,Man,White
35-44,Education (Higher Education),"Director, Career Services",,55000,0,,Indiana,Indianapolis,8-10 years,2-4 years,Master's degree,Woman,White
25-34,Nonprofits,Marketing Manager,,80000,,,Massachusetts,Boston,5-7 years,5-7 years,College degree,Woman,White
35-44,Education (Higher Education),Financial Aid Manager,Cash Management,60465,,,Kansas,Mission,11-20 years,11-20 years,College degree,Woman,White
35-44,Education (Higher Education),Alumni Relations Officer,,60380,0,,Minnesota,Minneapolis,11-20 years,5-7 years,College degree,Woman,White
25-34,Health care,JR QA Analyst,Software quality assurance,72000,2000,,Pennsylvania,Pittsburgh,8-10 years,2-4 years,College degree,Man,White
35-44,Health care,Registered Nurse,,66900,,,Indiana,Bloomington,21-30 years,8-10 years,College degree,Woman,White
35-44,Retail,Store manager,Grocery store,72000,33000,"Bonuses vary dependent on sales, this is an annual average.",North Carolina,Weaverville,11-20 years,8-10 years,College degree,Woman,"Asian or Asian American, White"
35-44,Law,Research Librarian,,96000,0,,Minnesota,Minneapolis,8-10 years,8-10 years,"Professional degree (MD, JD, etc.)",Man,White
25-34,Law,Immigration Policy Analyst,Government Relations,57800,1500,Hourly pay - approx. $28.90/hour,District of Columbia,DC,5-7 years,5-7 years,College degree,Woman,White
25-34,Utilities & Telecommunications,Clean Energy Product Development,,117700,25000,,Virginia,Arlington,5-7 years,5-7 years,College degree,Woman,White
25-34,Insurance,Product Design Manager,,126000,25000,,Illinois,Chicago,5-7 years,2-4 years,College degree,Woman,White
25-34,Education (Higher Education),Doctoral Candidate,PhD student in final stage of career before graduating,27000,0,,Virginia,Charlottesville,5-7 years,5-7 years,Master's degree,Woman,White
45-54,Property or Construction,Database Administrator,,115000,4000,,Missouri,St. Louis,11-20 years,11-20 years,College degree,Man,White
65 or over,Hospitality & Events,Manager,Small restaurant,28000,500,,California,Hemet,11-20 years,8-10 years,Some college,Other or prefer not to answer,White
25-34,Nonprofits,Program Manager,,54540,0,,District of Columbia,Washington,8-10 years,5-7 years,College degree,Woman,White
35-44,Computing or Tech,Network Coordinator,,50000,,,Oregon,Bend,21-30 years,1 year or less,Some college,Man,White
35-44,Computing or Tech,Head data scientist,,167000,53000,,Massachusetts,Boston,11-20 years,11-20 years,Master's degree,Woman,White
65 or over,"Accounting, Banking & Finance",Human Resources Manager,,91500,9500,,Wisconsin,Muskego,41 years or more,21-30 years,Master's degree,Woman,White
25-34,Computing or Tech,Data Analytics Manager,,105000,0,,Washington,Seattle,5-7 years,5-7 years,College degree,Man,White
25-34,Public Health,Emergency Response Specialist,"essentially, Program Officer",63000,0,,Georgia,Atlanta,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Computing or Tech,Principal Software Engineer,,210000,21000,,Massachusetts,Arlington,11-20 years,11-20 years,Some college,Man,White
35-44,Education (Higher Education),Assistant Professor,,89000,9888,My base salary is technically a 9 month salary that is paid out over 12 months. I have the possibility of earning a extra 1 or 2 months of summer salary (which I counted as bonuses) by getting grants.,California,Davis,5-7 years,5-7 years,PhD,Woman,White
25-34,Health care,Patient care coordinator,,45500,500,,Massachusetts,Plymouth,11-20 years,8-10 years,College degree,Woman,White
25-34,Media & Digital,Product Manager,Product manager for an ecommerce company in charge of the digital product,127000,,,New York,New York,5-7 years,2-4 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
35-44,"Marketing, Advertising & PR",Managing Director Integrated Marketing,In healthcare space,230000,80000,Bonus varies,Florida,Miami,21-30 years,21-30 years,Master's degree,Woman,White
35-44,Agriculture or Forestry,Controller of Compensation & Benefits,,105000,15000,,Nebraska,Omaha,11-20 years,11-20 years,Master's degree,Woman,White
25-34,Education (Higher Education),Adivsor & Program Coordinator,Organize international internships for college students,45000,0,,Wisconsin,Madison,5-7 years,2-4 years,College degree,Woman,White
45-54,Health care,"Associate Professor, Pharmacist","Fully paid by college, not hospital",119000,,Took a mandatory pay cut due to Covid - it's usually slightly less dismal,New York,Rochester,21-30 years,11-20 years,"Professional degree (MD, JD, etc.)",Woman,White
45-54,Computing or Tech,IT Administrator,,65000,,,Oregon,Beaverton,21-30 years,8-10 years,Some college,Woman,White
35-44,Social Work,Licensed clinical social worker,,63500,0,,Maine,Portland,11-20 years,11-20 years,Master's degree,Woman,White
35-44,Engineering or Manufacturing,Aerospace Engineer,"Structural analysis, fatigue and damage tolerance",114000,1000,,Colorado,Denver,11-20 years,11-20 years,Master's degree,Woman,White
45-54,Education (Higher Education),"Assistant Director, HR",,60000,750,,Tennessee,Nashville,11-20 years,8-10 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
45-54,Nonprofits,Executive Director,,111500,3000,,New York,White Plains,21-30 years,11-20 years,Master's degree,Woman,White
35-44,Health care,Optometrist,,225000,30000,,California,Los Angeles,11-20 years,11-20 years,"Professional degree (MD, JD, etc.)",Man,Asian or Asian American
55-64,Property or Construction,CFO,,75000,5000,,Ohio,Newark,31-40 years,31-40 years,College degree,Woman,White
25-34,Education (Primary/Secondary),Social Studies Teacher,7th grade,43500,,My district uses a salary scale. I get additional money for each year worked and for each set of graduate credits completed,Minnesota,Moorhead,2-4 years,2-4 years,College degree,Woman,White
35-44,Media & Digital,Vice President of Strategy,,116000,5000,,Oklahoma,Oklahoma,11-20 years,11-20 years,College degree,Woman,White
25-34,Education (Primary/Secondary),Director of Finance and Operations,at a small (25-person staff) private arts preschool,56000,0,"I'm by far the highest-paid person here, since I left a higher-paying job to come here after being courted by the owner",Illinois,Chicago,8-10 years,2-4 years,College degree,Woman,White
25-34,"Marketing, Advertising & PR",Content Specialist,,66000,,,Virginia,Arlington,2-4 years,2-4 years,College degree,Woman,White
25-34,Nonprofits,Research Coordinator,,75000,500,,District of Columbia,Washington D.C.,5-7 years,5-7 years,Master's degree,Woman,White
18-24,Media & Digital,Senior Analyst,,85000,,,New York,New York,2-4 years,2-4 years,College degree,Woman,White
25-34,"Marketing, Advertising & PR",Marketing Lead,,110000,17000,,California,San Francisco,2-4 years,2-4 years,College degree,Woman,White
